0	:invoke	:broadcast	0
0	:ok	:broadcast	0
0	:invoke	:broadcast	1
0	:ok	:broadcast	1
0	:invoke	:read	nil
0	:ok	:read	[0 1]
0	:invoke	:broadcast	2
0	:ok	:broadcast	2
0	:invoke	:read	nil
0	:ok	:read	[2 0 1]
0	:invoke	:read	nil
0	:ok	:read	[0 1 2]
0	:invoke	:broadcast	3
0	:ok	:broadcast	3
0	:invoke	:broadcast	4
0	:ok	:broadcast	4
0	:invoke	:broadcast	5
0	:ok	:broadcast	5
0	:invoke	:broadcast	6
0	:ok	:broadcast	6
0	:invoke	:broadcast	7
0	:ok	:broadcast	7
0	:invoke	:read	nil
0	:ok	:read	[3 4 5 6 7 0 1 2]
0	:invoke	:read	nil
0	:ok	:read	[5 6 7 0 1 2 3 4]
0	:invoke	:broadcast	8
0	:ok	:broadcast	8
0	:invoke	:read	nil
0	:ok	:read	[1 4 6 0 3 5 7 8 2]
0	:invoke	:read	nil
0	:ok	:read	[6 0 1 4 7 8 2 3 5]
0	:invoke	:read	nil
0	:ok	:read	[0 1 4 6 8 2 3 5 7]
0	:invoke	:broadcast	9
0	:ok	:broadcast	9
0	:invoke	:read	nil
0	:ok	:read	[3 5 7 8 9 2 1 4 6 0]
0	:invoke	:broadcast	10
0	:ok	:broadcast	10
0	:invoke	:read	nil
0	:ok	:read	[0 1 4 6 10 2 3 5 7 8 9]
0	:invoke	:broadcast	11
0	:ok	:broadcast	11
0	:invoke	:read	nil
0	:ok	:read	[9 10 11 2 3 5 7 8 0 1 4 6]
0	:invoke	:read	nil
0	:ok	:read	[2 3 5 7 8 9 10 11 0 1 4 6]
0	:invoke	:read	nil
0	:ok	:read	[0 1 4 6 11 2 3 5 7 8 9 10]
0	:invoke	:broadcast	12
0	:ok	:broadcast	12
0	:invoke	:read	nil
0	:ok	:read	[9 10 11 2 3 5 7 8 12 0 1 4 6]
0	:invoke	:broadcast	13
0	:ok	:broadcast	13
0	:invoke	:read	nil
0	:ok	:read	[2 5 9 10 11 13 1 4 3 7 8 12 0 6]
0	:invoke	:read	nil
0	:ok	:read	[3 7 8 12 0 6 13 2 5 9 10 11 1 4]
0	:invoke	:read	nil
0	:ok	:read	[6 0 5 9 10 11 13 2 4 1 7 8 12 3]
0	:invoke	:read	nil
0	:ok	:read	[0 6 9 10 11 13 2 5 1 4 8 12 3 7]
0	:invoke	:read	nil
0	:ok	:read	[10 11 13 2 5 9 1 4 12 3 7 8 0 6]
0	:invoke	:read	nil
0	:ok	:read	[1 4 3 7 8 12 0 6 11 13 2 5 9 10]
0	:invoke	:broadcast	14
0	:ok	:broadcast	14
0	:invoke	:read	nil
0	:ok	:read	[6 14 0 5 9 10 11 13 2 4 1 7 8 12 3]
0	:invoke	:broadcast	15
0	:ok	:broadcast	15
0	:invoke	:read	nil
0	:ok	:read	[15 2 5 9 10 11 13 1 4 3 7 8 12 0 6 14]
0	:invoke	:broadcast	16
0	:ok	:broadcast	16
0	:invoke	:read	nil
0	:ok	:read	[1 4 3 7 8 12 0 6 14 16 13 15 2 5 9 10 11]
0	:invoke	:broadcast	17
0	:ok	:broadcast	17
0	:invoke	:broadcast	18
0	:ok	:broadcast	18
0	:invoke	:broadcast	19
0	:ok	:broadcast	19
0	:invoke	:broadcast	20
0	:ok	:broadcast	20
0	:invoke	:read	nil
0	:ok	:read	[1 4 20 3 7 8 12 19 0 6 14 16 2 5 9 10 11 13 15 17 18]
0	:invoke	:broadcast	21
0	:ok	:broadcast	21
0	:invoke	:read	nil
0	:ok	:read	[19 21 3 7 8 12 0 6 14 16 11 13 15 17 2 5 9 10 18 1 4 20]
0	:invoke	:broadcast	22
0	:ok	:broadcast	22
0	:invoke	:broadcast	23
0	:ok	:broadcast	23
0	:invoke	:read	nil
0	:ok	:read	[5 9 10 11 13 15 17 2 18 4 20 1 7 8 12 19 21 22 3 6 14 16 23 0]
0	:invoke	:broadcast	24
0	:ok	:broadcast	24
0	:invoke	:broadcast	25
0	:ok	:broadcast	25
0	:invoke	:read	nil
0	:ok	:read	[3 7 8 12 19 21 22 25 0 6 14 16 23 2 5 9 10 11 13 15 17 18 24 1 4 20]
0	:invoke	:broadcast	26
0	:ok	:broadcast	26
0	:invoke	:broadcast	27
0	:ok	:broadcast	27
0	:invoke	:read	nil
0	:ok	:read	[6 9 17 24 2 5 4 8 21 26 3 7 16 23 27 0 14 13 15 18 10 11 20 1 22 25 12 19]
0	:invoke	:read	nil
0	:ok	:read	[2 5 9 17 24 4 3 7 8 21 26 0 14 16 23 27 10 11 13 15 18 1 20 12 19 22 25 6]
0	:invoke	:read	nil
0	:ok	:read	[14 16 23 27 0 11 13 15 18 10 20 1 19 22 25 12 6 5 9 17 24 2 4 7 8 21 26 3]
0	:invoke	:broadcast	28
0	:ok	:broadcast	28
0	:invoke	:broadcast	29
0	:ok	:broadcast	29
0	:invoke	:read	nil
0	:ok	:read	[6 2 5 9 17 24 4 3 7 8 21 26 0 14 16 23 27 10 11 13 15 18 1 20 28 12 19 22 25 29]
0	:invoke	:broadcast	30
0	:ok	:broadcast	30
0	:invoke	:read	nil
0	:ok	:read	[10 11 13 15 18 1 20 28 30 12 19 22 25 29 6 2 5 9 17 24 4 3 7 8 21 26 0 14 16 23 27]
0	:invoke	:broadcast	31
0	:ok	:broadcast	31
0	:invoke	:broadcast	32
0	:ok	:broadcast	32
0	:invoke	:broadcast	33
0	:ok	:broadcast	33
0	:invoke	:broadcast	34
0	:ok	:broadcast	34
0	:invoke	:read	nil
0	:ok	:read	[4 33 26 3 7 8 21 27 0 14 16 23 18 32 10 11 13 15 1 20 28 30 29 12 19 22 25 6 31 34 24 2 5 9 17]
0	:invoke	:broadcast	35
0	:ok	:broadcast	35
0	:invoke	:read	nil
0	:ok	:read	[2 5 9 17 24 4 33 3 7 8 21 26 0 14 16 23 27 10 11 13 15 18 32 1 20 28 30 12 19 22 25 29 35 6 31 34]
0	:invoke	:broadcast	36
0	:ok	:broadcast	36
0	:invoke	:read	nil
0	:ok	:read	[2 5 9 17 24 4 33 3 7 8 21 26 36 0 14 16 23 27 10 11 13 15 18 32 1 20 28 30 12 19 22 25 29 35 6 31 34]
0	:invoke	:broadcast	37
0	:ok	:broadcast	37
0	:invoke	:read	nil
0	:ok	:read	[1 20 28 30 29 35 12 19 22 25 6 31 34 24 2 5 9 17 4 33 26 36 37 3 7 8 21 27 0 14 16 23 18 32 10 11 13 15]
0	:invoke	:read	nil
0	:ok	:read	[6 31 34 17 24 2 5 9 4 33 21 26 36 37 3 7 8 23 27 0 14 16 15 18 32 10 11 13 30 1 20 28 25 29 35 12 19 22]
0	:invoke	:broadcast	38
0	:ok	:broadcast	38
0	:invoke	:broadcast	39
0	:ok	:broadcast	39
0	:invoke	:read	nil
0	:ok	:read	[1 20 28 30 12 19 22 25 29 35 6 31 34 2 5 9 17 24 4 33 3 7 8 21 26 36 37 0 14 16 23 27 38 10 11 13 15 18 32 39]
0	:invoke	:read	nil
0	:ok	:read	[17 24 2 5 9 4 33 21 26 36 37 3 7 8 23 27 38 0 14 16 15 18 32 39 10 11 13 30 1 20 28 25 29 35 12 19 22 6 31 34]
0	:invoke	:read	nil
0	:ok	:read	[12 19 22 25 29 35 6 31 34 2 5 9 17 24 4 33 3 7 8 21 26 36 37 0 14 16 23 27 38 10 11 13 15 18 32 39 1 20 28 30]
0	:invoke	:read	nil
0	:ok	:read	[2 5 9 17 24 4 33 3 7 8 21 26 36 37 0 14 16 23 27 38 10 11 13 15 18 32 39 1 20 28 30 12 19 22 25 29 35 6 31 34]
0	:invoke	:read	nil
0	:ok	:read	[2 5 9 17 24 4 33 3 7 8 21 26 36 37 0 14 16 23 27 38 10 11 13 15 18 32 39 1 20 28 30 12 19 22 25 29 35 6 31 34]
0	:invoke	:broadcast	40
0	:ok	:broadcast	40
0	:invoke	:read	nil
0	:ok	:read	[4 33 3 7 8 21 26 36 37 0 14 16 23 27 38 10 11 13 15 18 32 39 1 20 28 30 12 19 22 25 29 35 6 31 34 2 5 9 17 24 40]
0	:invoke	:read	nil
0	:ok	:read	[4 33 37 3 7 8 21 26 36 0 14 16 23 27 38 39 10 11 13 15 18 32 1 20 28 30 12 19 22 25 29 35 6 31 34 2 5 9 17 24 40]
0	:invoke	:broadcast	41
0	:ok	:broadcast	41
0	:invoke	:broadcast	42
0	:ok	:broadcast	42
0	:invoke	:broadcast	43
0	:ok	:broadcast	43
0	:invoke	:read	nil
0	:ok	:read	[0 14 16 23 27 38 39 10 11 13 15 18 32 1 20 28 30 42 41 12 19 22 25 29 35 6 31 34 43 2 5 9 17 24 40 4 33 37 3 7 8 21 26 36]
0	:invoke	:read	nil
