0	:invoke	:read	nil
0	:ok	:read	[]
0	:invoke	:broadcast	0
0	:ok	:broadcast	0
0	:invoke	:broadcast	1
0	:ok	:broadcast	1
0	:invoke	:read	nil
0	:ok	:read	[0 1]
0	:invoke	:broadcast	2
0	:ok	:broadcast	2
0	:invoke	:read	nil
0	:ok	:read	[0 1 2]
0	:invoke	:read	nil
0	:ok	:read	[0 1 2]
0	:invoke	:read	nil
0	:ok	:read	[0 1 2]
0	:invoke	:read	nil
0	:ok	:read	[0 1 2]
0	:invoke	:broadcast	3
0	:ok	:broadcast	3
0	:invoke	:read	nil
0	:ok	:read	[1 2 3 0]
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 3]
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 3]
0	:invoke	:read	nil
0	:ok	:read	[2 3 0 1]
0	:invoke	:broadcast	4
0	:ok	:broadcast	4
0	:invoke	:broadcast	5
0	:ok	:broadcast	5
0	:invoke	:broadcast	6
0	:ok	:broadcast	6
0	:invoke	:read	nil
0	:ok	:read	[2 3 4 5 6 0 1]
0	:invoke	:read	nil
0	:ok	:read	[1 2 3 4 5 6 0]
0	:invoke	:broadcast	7
0	:ok	:broadcast	7
0	:invoke	:broadcast	8
0	:ok	:broadcast	8
0	:invoke	:read	nil
0	:ok	:read	[1 3 4 6 8 0 2 5 7]
0	:invoke	:read	nil
0	:ok	:read	[1 3 4 6 8 0 2 5 7]
0	:invoke	:read	nil
0	:ok	:read	[0 2 5 7 1 3 4 6 8]
0	:invoke	:broadcast	9
0	:ok	:broadcast	9
0	:invoke	:broadcast	10
0	:ok	:broadcast	10
0	:invoke	:read	nil
0	:ok	:read	[1 3 4 6 8 0 2 5 7 9 10]
0	:invoke	:read	nil
0	:ok	:read	[0 2 5 7 9 10 1 3 4 6 8]
0	:invoke	:read	nil
0	:ok	:read	[0 2 5 7 9 10 1 3 4 6 8]
0	:invoke	:read	nil
0	:ok	:read	[9 10 0 2 5 7 8 1 3 4 6]
0	:invoke	:broadcast	11
0	:ok	:broadcast	11
0	:invoke	:read	nil
0	:ok	:read	[1 3 4 6 8 11 0 2 5 7 9 10]
0	:invoke	:broadcast	12
0	:ok	:broadcast	12
0	:invoke	:read	nil
0	:ok	:read	[9 10 12 0 2 5 7 8 11 1 3 4 6]
0	:invoke	:broadcast	13
0	:ok	:broadcast	13
0	:invoke	:broadcast	14
0	:ok	:broadcast	14
0	:invoke	:read	nil
0	:ok	:read	[10 12 0 5 7 1 6 11 2 9 14 13 3 4 8]
0	:invoke	:broadcast	15
0	:ok	:broadcast	15
0	:invoke	:read	nil
0	:ok	:read	[3 4 8 13 0 5 7 10 12 15 1 6 11 2 9 14]
0	:invoke	:read	nil
0	:ok	:read	[2 9 14 3 4 8 13 0 5 7 10 12 15 1 6 11]
0	:invoke	:read	nil
0	:ok	:read	[2 9 14 3 4 8 13 0 5 7 10 12 15 1 6 11]
0	:invoke	:broadcast	16
0	:ok	:broadcast	16
0	:invoke	:read	nil
0	:ok	:read	[1 6 11 16 2 9 14 3 4 8 13 0 5 7 10 12 15]
0	:invoke	:read	nil
0	:ok	:read	[15 0 5 7 10 12 1 6 11 16 2 9 14 3 4 8 13]
0	:invoke	:read	nil
0	:ok	:read	[1 6 11 16 2 9 14 3 4 8 13 0 5 7 10 12 15]
0	:invoke	:read	nil
0	:ok	:read	[7 10 12 15 0 5 11 16 1 6 14 2 9 8 13 3 4]
0	:invoke	:read	nil
0	:ok	:read	[3 4 8 13 15 0 5 7 10 12 1 6 11 16 2 9 14]
0	:invoke	:read	nil
0	:ok	:read	[2 9 14 3 4 8 13 0 5 7 10 12 15 1 6 11 16]
0	:invoke	:read	nil
0	:ok	:read	[3 4 8 13 15 0 5 7 10 12 1 6 11 16 2 9 14]
0	:invoke	:broadcast	17
0	:ok	:broadcast	17
0	:invoke	:broadcast	18
0	:ok	:broadcast	18
0	:invoke	:read	nil
0	:ok	:read	[3 4 8 13 15 17 18 0 5 7 10 12 1 6 11 16 2 9 14]
0	:invoke	:broadcast	19
0	:ok	:broadcast	19
0	:invoke	:read	nil
